Win,Month,Day,Year,Weekday,Time,RoadTeam,Locale,HomeTeam,Conference,RoadTeamPoints,OT
1,Feb,24,2016,Wed,8:00 pm/est,Marquette,@,Creighton,Big East,66,
0,Jan,2,2016,Sat,8:00 pm/est,Georgia,@,Florida,SEC,63,
0,Jan,3,2015,Sat,4:30 pm/est,Creighton,@,Georgetown (25),Big East,61,
0,Feb,24,2016,Wed,9:00 pm/est,Oklahoma State,@,Oklahoma (3),Big 12,49,
1,Feb,10,2015,Tue,9:00 pm/est,Wisconsin,@,Nebraska,Big Ten,65,
0,Jan,31,2018,Wed,9:00 pm/est,Texas,@,Texas Tech (10),Big 12,71,OT
1,Feb,12,2015,Thu,9:00 pm/est,California,@,Colorado,Pac-12,68,
1,Jan,2,2018,Tue,7:00 pm/est,Auburn,@,Tennessee (23),SEC,94,
0,Jan,5,2017,Thu,9:00 pm/est,California,@,UCLA (4),Pac-12,71,
0,Feb,13,2018,Tue,7:00 pm/est,Oklahoma,@,Texas Tech (7),Big 12,78,
0,Jan,10,2017,Tue,7:00 pm/est,Baylor,@,West Virginia (10),Big 12,68,
1,Feb,18,2017,Sat,6:00 pm/est,Kentucky,@,Georgia,SEC,82,
0,Jan,18,2017,Wed,8:00 pm/est,Miami,@,Wake Forest,ACC,79,
0,Feb,28,2017,Tue,9:00 pm/est,Oklahoma State,@,Iowa State (24),Big 12,83,
1,Jan,8,2017,Sun,2:15 pm/est,Northwestern,@,Nebraska,Big Ten,74,
0,Jan,17,2015,Sat,5:00 pm/est,Butler,@,Georgetown,Big East,59,
1,Dec,30,2014,Tue,12:00 pm/est,Northwestern,@,Rutgers,Big Ten,51,
0,Jan,21,2018,Sun,8:00 pm/est,Washington State,@,Utah,Pac-12,69,
0,Feb,25,2017,Sat,1:00 pm/est,Tennessee,@,South Carolina,SEC,55,
0,Jan,31,2016,Sun,5:00 pm/est,California,@,Colorado,Pac-12,62,
1,Feb,11,2017,Sat,2:00 pm/est,Kansas,@,Texas Tech,Big 12,80,
1,Jan,28,2015,Wed,7:00 pm/est,Seton Hall,@,Marquette,Big East,80,
1,Jan,19,2017,Thu,9:00 pm/est,Arizona,@,Southern California,Pac-12,73,
1,Jan,16,2016,Sat,2:00 pm/est,Xavier,@,Marquette,Big East,74,
0,Jan,20,2016,Wed,8:15 pm/est,Kansas State,@,Baylor (14),Big 12,72,2OT
1,Jan,16,2016,Sat,2:00 pm/est,Texas A&M,@,Georgia,SEC,79,
1,Jan,14,2017,Sat,12:00 pm/est,Villanova,@,St. John's (NY),Big East,70,
1,Jan,10,2018,Wed,9:00 pm/est,LSU,@,Arkansas,SEC,75,
0,Feb,8,2016,Mon,9:00 pm/est,Texas,@,Oklahoma (3),Big 12,60,
0,Jan,6,2016,Wed,6:30 pm/est,Missouri,@,Georgia,SEC,59,
0,Feb,19,2017,Sun,1:00 pm/est,Maryland,@,Wisconsin (11),Big Ten,60,
0,Jan,22,2017,Sun,12:00 pm/est,St. John's,@,Seton Hall,Big East,73,
0,Jan,30,2016,Sat,9:30 pm/est,Oregon State,@,Arizona (18),Pac-12,63,
0,Feb,28,2018,Wed,9:00 pm/est,Florida State,@,Clemson (18),ACC,63,
0,Feb,28,2015,Sat,4:00 pm/est,Oklahoma State,@,Texas Tech,Big 12,62,
0,Mar,4,2015,Wed,9:00 pm/est,USC,@,UCLA,Pac-12,74,
1,Jan,14,2017,Sat,12:00 pm/est,Virginia,@,Clemson,ACC,77,
0,Feb,28,2016,Sun,8:00 pm/est,Minnesota,@,Illinois,Big Ten,71,
1,Feb,24,2016,Wed,8:00 pm/est,Louisville,@,Pittsburgh,ACC,67,
0,Jan,18,2017,Wed,7:00 pm/est,Missouri,@,Alabama,SEC,56,
1,Feb,24,2015,Tue,8:00 pm/est,Syracuse,@,Notre Dame (9),ACC,65,
1,Feb,24,2018,Sat,4:30 pm/est,Washington,@,University of California,Pac-12,68,
0,Jan,13,2018,Sat,2:00 pm/est,Creighton,@,Xavier (10),Big East,70,
0,Jan,31,2015,Sat,12:00 pm/est,Providence,@,St. John's (NY),Big East,66,
1,Feb,28,2015,Sat,2:00 pm/est,Villanova,@,Xavier,Big East,78,
1,Feb,4,2017,Sat,4:00 pm/est,Minnesota,@,Illinois,Big Ten,68,
0,Jan,17,2015,Sat,4:00 pm/est,Georgia Tech,@,Pittsburgh,ACC,65,
1,Jan,10,2015,Sat,1:00 pm/est,Kentucky,@,Texas A&M,SEC,70,2OT
1,Feb,6,2016,Sat,12:00 pm/est,Kansas,@,Texas Christian,Big 12,75,
0,Jan,27,2015,Tue,9:00 pm/est,Tennessee,@,Arkansas,SEC,64,
0,Jan,23,2016,Sat,2:00 pm/est,Texas,@,Kansas (3),Big 12,67,
0,Jan,21,2017,Sat,12:00 pm/est,Georgia,@,Texas A&M,SEC,62,
0,Jan,10,2018,Wed,7:00 pm/est,Notre Dame,@,Georgia Tech,ACC,53,
0,Mar,1,2016,Tue,8:00 pm/est,Baylor,@,Oklahoma (6),Big 12,71,
0,Feb,4,2017,Sat,4:30 pm/est,Utah,@,Stanford,Pac-12,75,
0,Dec,28,2016,Wed,6:30 pm/est,DePaul,@,Villanova (1),Big East,65,
1,Feb,4,2017,Sat,2:00 pm/est,Iowa State,@,Kansas (3),Big 12,92,OT
1,Dec,27,2016,Tue,9:00 pm/est,Michigan State,@,Minnesota,Big Ten,75,OT
0,Jan,22,2018,Mon,8:00 pm/est,Nebraska,@,Ohio State (13),Big Ten,59,
1,Jan,11,2017,Wed,8:00 pm/est,TCU,@,Texas,Big 12,64,
1,Feb,21,2017,Tue,8:00 pm/est,NC State,@,Georgia Tech,ACC,71,
1,Feb,18,2015,Wed,7:00 pm/est,Wisconsin,@,Penn State,Big Ten,55,
1,Dec,28,2017,Thu,7:00 pm/est,Providence,@,St. John's (NY),Big East,94,
0,Feb,21,2017,Tue,8:00 pm/est,St. John's,@,Marquette,Big East,71,
1,Feb,14,2018,Wed,7:00 pm/est,Kansas State,@,Oklahoma State,Big 12,82,
0,Jan,1,2017,Sun,4:30 pm/est,Marquette,@,Seton Hall,Big East,66,
0,Jan,20,2016,Wed,9:00 pm/est,Florida State,@,Louisville (17),ACC,65,
1,Jan,4,2017,Wed,7:00 pm/est,South Carolina,@,Georgia,SEC,67,
0,Jan,14,2017,Sat,5:30 pm/est,Iowa State,@,Texas Christian,Big 12,77,
0,Mar,1,2018,Thu,9:00 pm/est,California,@,Arizona State,Pac-12,53,
0,Jan,25,2016,Mon,7:00 pm/est,Penn State,@,Ohio State,Big Ten,46,
0,Feb,10,2018,Sat,4:00 pm/est,Purdue,@,Michigan State (4),Big Ten,65,
0,Jan,10,2015,Sat,7:00 pm/est,Missouri,@,Auburn,SEC,79,
0,Mar,2,2016,Wed,7:00 pm/est,Pittsburgh,@,Virginia Tech,ACC,61,
0,Feb,7,2015,Sat,12:00 pm/est,Wake Forest,@,Georgia Tech,ACC,59,
1,Feb,7,2015,Sat,12:00 pm/est,Marquette,@,Seton Hall,Big East,57,
0,Feb,16,2015,Mon,7:00 pm/est,Pittsburgh,@,Virginia (2),ACC,49,
0,Jan,13,2015,Tue,7:00 pm/est,Oklahoma,@,West Virginia (16),Big 12,65,
0,Feb,25,2017,Sat,4:00 pm/est,Baylor,@,Iowa State,Big 12,69,
0,Feb,15,2018,Thu,11:00 pm/est,Oregon State,@,UCLA,Pac-12,68,
1,Jan,31,2015,Sat,8:00 pm/est,Oklahoma,@,Oklahoma State,Big 12,64,
1,Jan,21,2018,Sun,12:00 pm/est,Miami,@,North Carolina State,ACC,86,
0,Feb,6,2016,Sat,8:00 pm/est,Indiana,@,Penn State,Big Ten,63,
0,Feb,2,2016,Tue,7:00 pm/est,Georgetown,@,Butler,Big East,76,
0,Feb,20,2018,Tue,7:00 pm/est,Rutgers,@,Ohio State (16),Big Ten,52,
1,Jan,5,2015,Mon,7:00 pm/est,Notre Dame,@,North Carolina (18),ACC,71,
1,Jan,30,2018,Tue,8:30 pm/est,Xavier,@,St. John's (NY),Big East,73,
1,Mar,4,2015,Wed,11:00 pm/est,Oregon,@,Oregon State,Pac-12,65,
0,Jan,7,2017,Sat,7:00 pm/est,Vanderbilt,@,Alabama,SEC,56,
1,Feb,18,2015,Wed,9:00 pm/est,Northwestern,@,Minnesota,Big Ten,72,
1,Jan,10,2017,Tue,9:00 pm/est,Mississippi State,@,Arkansas,SEC,84,
0,Jan,5,2017,Thu,10:00 pm/est,Utah,@,Arizona (17),Pac-12,56,
0,Jan,8,2015,Thu,7:00 pm/est,LSU,@,Missouri,SEC,67,OT
1,Jan,24,2015,Sat,1:00 pm/est,Texas A&M,@,Tennessee,SEC,67,
0,Feb,19,2015,Thu,8:00 pm/est,Rutgers,@,Iowa,Big Ten,47,
1,Mar,3,2018,Sat,12:00 pm/est,Xavier,@,DePaul,Big East,65,
1,Feb,7,2018,Wed,7:00 pm/est,Marquette,@,Seton Hall,Big East,88,
1,Mar,2,2016,Wed,9:00 pm/est,Wisconsin,@,Minnesota,Big Ten,62,
0,Feb,22,2016,Mon,7:00 pm/est,Virginia,@,Miami (FL) (12),ACC,61,
1,Mar,8,2015,Sun,4:30 pm/est,Wisconsin,@,Ohio State (23),Big Ten,72,
0,Feb,14,2015,Sat,2:00 pm/est,South Carolina,@,Kentucky (1),SEC,43,
0,Jan,31,2017,Tue,7:00 pm/est,Pittsburgh,@,North Carolina (12),ACC,78,
0,Jan,7,2015,Wed,9:00 pm/est,TCU,@,Kansas State,Big 12,53,
0,Mar,1,2018,Thu,9:00 pm/est,Oregon,@,Washington State,Pac-12,76,
0,Jan,31,2015,Sat,4:00 pm/est,Georgia,@,South Carolina,SEC,50,
0,Mar,7,2015,Sat,2:00 pm/est,Florida,@,Kentucky (1),SEC,50,
0,Jan,25,2017,Wed,7:00 pm/est,Missouri,@,Mississippi State,SEC,74,
1,Jan,9,2016,Sat,8:00 pm/est,North Carolina,@,Syracuse,ACC,84,
0,Feb,24,2018,Sat,6:00 pm/est,Iowa State,@,West Virginia (21),Big 12,70,
0,Feb,12,2016,Fri,8:00 pm/est,USC,@,Arizona State,Pac-12,67,
1,Feb,20,2016,Sat,4:00 pm/est,Oklahoma,@,West Virginia (10),Big 12,76,
1,Jan,27,2015,Tue,7:00 pm/est,West Virginia,@,Kansas State,Big 12,65,
0,Jan,24,2017,Tue,8:00 pm/est,Wake Forest,@,Syracuse,ACC,76,
1,Feb,14,2015,Sat,9:00 pm/est,Arkansas,@,Mississippi,SEC,71,
1,Jan,6,2018,Sat,2:30 pm/est,Seton Hall,@,Butler,Big East,90,
0,Feb,3,2018,Sat,6:00 pm/est,Iowa,@,Penn State,Big Ten,58,
0,Mar,2,2015,Mon,7:00 pm/est,Baylor,@,Texas,Big 12,59,OT
0,Jan,10,2016,Sun,12:00 pm/est,Louisville,@,Clemson,ACC,62,
1,Feb,2,2017,Thu,11:00 pm/est,Colorado,@,Stanford,Pac-12,81,
0,Feb,26,2015,Thu,10:30 pm/est,Arizona State,@,Utah (13),Pac-12,41,
1,Jan,6,2018,Sat,9:15 pm/est,Kansas,@,Texas Christian (16),Big 12,88,
0,Feb,19,2017,Sun,3:30 pm/est,Georgetown,@,Creighton (20),Big East,70,
1,Feb,17,2018,Sat,4:00 pm/est,NC State,@,Wake Forest,ACC,90,
0,Jan,23,2016,Sat,8:30 pm/est,Arizona,@,University of California,Pac-12,73,
0,Jan,29,2017,Sun,6:30 pm/est,Indiana,@,Northwestern,Big Ten,55,
0,Feb,4,2016,Thu,7:00 pm/est,Texas A&M,@,Vanderbilt,SEC,60,
1,Dec,30,2015,Wed,4:00 pm/est,Northwestern,@,Nebraska,Big Ten,81,
0,Jan,20,2018,Sat,1:00 pm/est,LSU,@,Vanderbilt,SEC,71,
0,Jan,15,2018,Mon,9:00 pm/est,Illinois,@,Nebraska,Big Ten,63,
1,Feb,17,2018,Sat,2:00 pm/est,Indiana,@,Iowa,Big Ten,84,
1,Jan,13,2018,Sat,8:00 pm/est,Villanova,@,St. John's (NY),Big East,78,
0,Jan,21,2018,Sun,12:00 pm/est,Rutgers,@,Michigan (23),Big Ten,47,
1,Jan,24,2018,Wed,9:00 pm/est,Auburn,@,Missouri,SEC,91,
0,Jan,14,2016,Thu,9:00 pm/est,Washington,@,Arizona (18),Pac-12,67,
0,Mar,2,2016,Wed,9:00 pm/est,Boston College,@,North Carolina State,ACC,72,
0,Feb,10,2018,Sat,2:00 pm/est,Miami,@,Boston College,ACC,70,
1,Jan,13,2018,Sat,2:00 pm/est,Georgia Tech,@,Pittsburgh,ACC,69,
0,Feb,2,2016,Tue,7:00 pm/est,Kentucky,@,Tennessee,SEC,77,
1,Jan,16,2018,Tue,7:00 pm/est,Georgia,@,Louisiana State,SEC,61,
0,Jan,16,2018,Tue,9:00 pm/est,Oklahoma,@,Kansas State,Big 12,69,
0,Feb,1,2016,Mon,9:00 pm/est,NC State,@,Florida State,ACC,73,
1,Feb,18,2017,Sat,1:00 pm/est,Kansas,@,Baylor (4),Big 12,67,
0,Feb,12,2016,Fri,9:00 pm/est,UCLA,@,Arizona (17),Pac-12,75,
1,Jan,23,2016,Sat,4:00 pm/est,Iowa State,@,Texas Christian,Big 12,73,
1,Feb,11,2017,Sat,1:00 pm/est,Kentucky,@,Alabama,SEC,67,
1,Jan,20,2015,Tue,9:00 pm/est,Tennessee,@,South Carolina,SEC,66,
0,Mar,4,2015,Wed,10:00 pm/est,Nebraska,@,Illinois,Big Ten,57,
1,Feb,18,2015,Wed,9:00 pm/est,Iowa State,@,Oklahoma State (22),Big 12,70,
0,Feb,4,2017,Sat,1:00 pm/est,Texas,@,Texas Christian,Big 12,63,
1,Jan,23,2018,Tue,8:30 pm/est,Creighton,@,St. John's (NY),Big East,68,
1,Feb,20,2017,Mon,7:00 pm/est,Miami,@,Virginia (18),ACC,54,OT
0,Feb,28,2016,Sun,6:30 pm/est,Washington State,@,Oregon State,Pac-12,49,
0,Jan,11,2017,Wed,7:00 pm/est,Seton Hall,@,Marquette,Big East,86,OT
0,Mar,4,2017,Sat,12:00 pm/est,Pittsburgh,@,Virginia (23),ACC,42,
0,Feb,10,2018,Sat,4:00 pm/est,Mississippi,@,Louisiana State,SEC,66,
1,Feb,24,2016,Wed,8:00 pm/est,North Carolina,@,North Carolina State,ACC,80,
0,Jan,3,2015,Sat,12:00 pm/est,Villanova,@,Seton Hall,Big East,61,OT
0,Feb,6,2018,Tue,8:00 pm/est,Boston College,@,Notre Dame,ACC,85,
1,Jan,24,2016,Sun,1:00 pm/est,Providence,@,Villanova (4),Big East,82,OT
0,Feb,28,2015,Sat,8:30 pm/est,Auburn,@,Texas A&M,SEC,55,
0,Jan,13,2018,Sat,12:00 pm/est,Kansas State,@,Kansas (12),Big 12,72,
1,Feb,2,2016,Tue,9:00 pm/est,Alabama,@,Mississippi State,SEC,82,OT
0,Jan,6,2015,Tue,7:00 pm/est,Marquette,@,Georgetown,Big East,59,
0,Jan,23,2016,Sat,12:00 pm/est,Boston College,@,Notre Dame,ACC,49,
0,Feb,21,2015,Sat,6:00 pm/est,Virginia Tech,@,North Carolina State,ACC,53,
0,Feb,25,2017,Sat,12:00 pm/est,Georgetown,@,St. John's (NY),Big East,80,
0,Jan,19,2015,Mon,9:00 pm/est,Oklahoma,@,Kansas (11),Big 12,78,
1,Feb,15,2017,Wed,7:00 pm/est,Iowa State,@,Kansas State,Big 12,87,
0,Feb,25,2015,Wed,8:00 pm/est,Marquette,@,Butler (23),Big East,52,
0,Jan,12,2016,Tue,9:00 pm/est,Iowa State,@,Texas,Big 12,91,OT
0,Jan,31,2018,Wed,6:30 pm/est,Penn State,@,Michigan State (5),Big Ten,68,
1,Mar,3,2018,Sat,2:30 pm/est,Stanford,@,Arizona State,Pac-12,84,
0,Feb,24,2018,Sat,6:00 pm/est,Kansas State,@,Oklahoma,Big 12,77,
0,Jan,13,2018,Sat,1:00 pm/est,Florida,@,Mississippi,SEC,72,
0,Feb,24,2015,Tue,7:00 pm/est,Texas,@,West Virginia (20),Big 12,64,
1,Jan,7,2017,Sat,5:00 pm/est,Utah,@,Arizona State,Pac-12,88,
1,Feb,9,2015,Mon,7:00 pm/est,Duke,@,Florida State,ACC,73,
0,Jan,6,2014,Mon,,Maryland,@,Pittsburgh,ACC,59,
0,Feb,15,2016,Mon,7:00 pm/est,NC State,@,Virginia (7),ACC,53,
0,Feb,13,2018,Tue,7:00 pm/est,Texas A&M,@,Missouri,SEC,58,
0,Feb,27,2016,Sat,8:30 pm/est,Florida,@,Louisiana State,SEC,91,
1,Feb,6,2018,Tue,6:30 pm/est,Xavier,@,Butler,Big East,98,OT
0,Feb,21,2018,Wed,8:30 pm/est,Alabama,@,Auburn (12),SEC,71,
0,Jan,20,2018,Sat,2:00 pm/est,Georgia Tech,@,North Carolina (15),ACC,66,
1,Dec,31,2016,Sat,2:00 pm/est,Notre Dame,@,Pittsburgh,ACC,78,OT
1,Jan,18,2016,Mon,7:00 pm/est,Syracuse,@,Duke (20),ACC,64,
0,Jan,26,2016,Tue,7:00 pm/est,Indiana,@,Wisconsin,Big Ten,79,OT
0,Feb,22,2017,Wed,11:00 pm/est,Oregon State,@,Stanford,Pac-12,66,
0,Jan,21,2017,Sat,2:00 pm/est,Texas,@,Kansas (2),Big 12,67,
0,Jan,16,2016,Sat,2:00 pm/est,Boston College,@,Pittsburgh (20),ACC,61,
1,Feb,15,2017,Wed,9:00 pm/est,Oklahoma State,@,Texas Christian,Big 12,71,
1,Feb,25,2017,Sat,8:30 pm/est,Arkansas,@,Auburn,SEC,79,
0,Jan,20,2018,Sat,12:00 pm/est,St. John's,@,Georgetown,Big East,89,2OT
0,Jan,27,2016,Wed,9:00 pm/est,Stanford,@,Colorado,Pac-12,75,
0,Feb,13,2016,Sat,2:00 pm/est,Purdue,@,Michigan,Big Ten,56,
0,Feb,25,2015,Wed,11:00 pm/est,Washington,@,UCLA,Pac-12,66,
0,Jan,14,2017,Sat,12:00 pm/est,Duke,@,Louisville (14),ACC,69,
1,Feb,7,2015,Sat,10:00 pm/est,Utah,@,Colorado,Pac-12,79,
0,Feb,9,2017,Thu,11:00 pm/est,Oregon State,@,Southern California,Pac-12,66,
0,Feb,18,2015,Wed,9:00 pm/est,Boston College,@,Florida State,ACC,60,
1,Jan,20,2018,Sat,8:15 pm/est,Florida,@,Kentucky (18),SEC,66,
0,Jan,26,2017,Thu,9:00 pm/est,Indiana,@,Michigan,Big Ten,60,
0,Jan,1,2016,Fri,11:00 pm/est,Colorado,@,University of California,Pac-12,65,
0,Feb,20,2017,Mon,9:00 pm/est,Texas,@,West Virginia (12),Big 12,62,
0,Jan,31,2015,Sat,2:00 pm/est,Kansas State,@,Kansas (9),Big 12,57,
1,Feb,25,2015,Wed,11:00 pm/est,Oregon,@,University of California,Pac-12,80,
1,Feb,27,2016,Sat,12:00 pm/est,Georgia Tech,@,Boston College,ACC,76,
1,Jan,7,2017,Sat,3:30 pm/est,Mississippi State,@,Louisiana State,SEC,95,
0,Feb,16,2015,Mon,7:00 pm/est,Clemson,@,Georgia Tech,ACC,52,
0,Mar,4,2017,Sat,2:00 pm/est,Notre Dame,@,Louisville (8),ACC,64,
0,Jan,18,2018,Thu,8:00 pm/est,Wake Forest,@,North Carolina State,ACC,63,
1,Dec,5,2017,Tue,7:00 pm/est,Michigan State,@,Rutgers,Big Ten,62,
1,Feb,14,2015,Sat,4:00 pm/est,NC State,@,Louisville (9),ACC,74,
0,Dec,28,2017,Thu,6:30 pm/est,Creighton,@,Seton Hall (23),Big East,84,
0,Jan,26,2016,Tue,9:00 pm/est,Georgia,@,Louisiana State,SEC,85,
0,Mar,5,2015,Thu,11:00 pm/est,Stanford,@,Arizona State,Pac-12,62,
0,Feb,18,2016,Thu,8:00 pm/est,Maryland,@,Minnesota,Big Ten,63,
0,Jan,6,2015,Tue,9:00 pm/est,Auburn,@,Vanderbilt,SEC,52,
0,Feb,6,2018,Tue,8:30 pm/est,Georgetown,@,Providence,Big East,69,
1,Feb,18,2018,Sun,1:00 pm/est,Duke,@,Clemson (11),ACC,66,
0,Feb,14,2015,Sat,1:00 pm/est,Baylor,@,Kansas (8),Big 12,64,
0,Feb,28,2018,Wed,9:00 pm/est,Butler,@,St. John's (NY),Big East,68,2OT
0,Feb,21,2015,Sat,8:00 pm/est,DePaul,@,Georgetown,Big East,63,
0,Feb,14,2016,Sun,7:30 pm/est,Minnesota,@,Iowa (4),Big Ten,71,
0,Dec,30,2015,Wed,7:00 pm/est,Minnesota,@,Ohio State,Big Ten,63,
1,Feb,6,2016,Sat,4:30 pm/est,Butler,@,St. John's (NY),Big East,89,
0,Jan,30,2016,Sat,4:30 pm/est,Nebraska,@,Purdue (21),Big Ten,74,
0,Feb,17,2018,Sat,2:00 pm/est,Alabama,@,Kentucky,SEC,71,
0,Feb,25,2018,Sun,7:30 pm/est,Northwestern,@,Iowa,Big Ten,70,
0,Jan,15,2015,Thu,9:00 pm/est,Colorado,@,Arizona (10),Pac-12,54,
0,Jan,20,2018,Sat,8:30 pm/est,Mississippi State,@,Alabama,SEC,62,
0,Jan,10,2015,Sat,7:00 pm/est,Mississippi State,@,Florida,SEC,47,
1,Feb,26,2015,Thu,7:00 pm/est,Vanderbilt,@,Tennessee,SEC,73,
0,Mar,3,2018,Sat,2:00 pm/est,Clemson,@,Syracuse,ACC,52,
1,Mar,7,2015,Sat,2:00 pm/est,Xavier,@,Creighton,Big East,74,
0,Feb,13,2016,Sat,1:00 pm/est,Texas A&M,@,Louisiana State,SEC,71,
1,Jan,18,2017,Wed,9:00 pm/est,Utah,@,Washington State,Pac-12,88,
1,Jan,10,2018,Wed,7:00 pm/est,Virginia Tech,@,Wake Forest,ACC,83,
1,Feb,27,2018,Tue,7:00 pm/est,Tennessee,@,Mississippi State,SEC,76,
0,Feb,11,2017,Sat,2:00 pm/est,TCU,@,Baylor (6),Big 12,52,
1,Jan,6,2018,Sat,3:15 pm/est,Notre Dame,@,Syracuse,ACC,51,
1,Jan,31,2015,Sat,2:00 pm/est,Georgetown,@,Creighton,Big East,67,
0,Feb,18,2017,Sat,1:00 pm/est,Wake Forest,@,Duke (12),ACC,94,
0,Jan,30,2018,Tue,7:00 pm/est,Florida,@,Georgia,SEC,60,
1,Jan,31,2016,Sun,1:00 pm/est,Maryland,@,Ohio State,Big Ten,66,
1,Jan,12,2017,Thu,9:00 pm/est,Northwestern,@,Rutgers,Big Ten,69,
1,Feb,25,2017,Sat,2:00 pm/est,West Virginia,@,Texas Christian,Big 12,61,
0,Feb,24,2015,Tue,9:00 pm/est,Texas A&M,@,Arkansas (18),SEC,75,
0,Jan,31,2015,Sat,10:30 pm/est,Colorado,@,UCLA,Pac-12,59,
1,Feb,2,2016,Tue,9:00 pm/est,Indiana,@,Michigan,Big Ten,80,
0,Feb,16,2016,Tue,7:00 pm/est,Creighton,@,Butler,Big East,75,
0,Feb,13,2016,Sat,2:00 pm/est,Arkansas,@,Mississippi,SEC,60,
0,Feb,15,2015,Sun,3:00 pm/est,Iowa,@,Northwestern,Big Ten,61,OT
0,Feb,16,2016,Tue,7:00 pm/est,Wake Forest,@,Pittsburgh,ACC,96,2OT
0,Jan,21,2017,Sat,4:00 pm/est,Alabama,@,Auburn,SEC,64,
1,Dec,28,2016,Wed,11:00 pm/est,USC,@,Oregon State,Pac-12,70,
1,Jan,27,2018,Sat,4:00 pm/est,Syracuse,@,Pittsburgh,ACC,60,
1,Feb,3,2015,Tue,8:00 pm/est,Louisville,@,Miami (FL),ACC,63,
0,Jan,13,2018,Sat,3:00 pm/est,Miami,@,Clemson (19),ACC,63,
0,Jan,23,2018,Tue,7:00 pm/est,Kansas,@,Oklahoma (12),Big 12,80,
1,Dec,30,2015,Wed,7:00 pm/est,Seton Hall,@,Marquette,Big East,83,
1,Jan,3,2017,Tue,7:00 pm/est,North Carolina,@,Clemson,ACC,89,OT
0,Feb,22,2015,Sun,1:00 pm/est,Ohio State,@,Michigan,Big Ten,57,
0,Feb,13,2016,Sat,2:00 pm/est,Washington,@,Colorado,Pac-12,80,
1,Jan,1,2017,Sun,2:30 pm/est,Penn State,@,Rutgers,Big Ten,60,
0,Mar,5,2016,Sat,2:00 pm/est,LSU,@,Kentucky (22),SEC,77,
0,Jan,21,2018,Sun,12:00 pm/est,Boston College,@,Louisville,ACC,69,
0,Feb,28,2015,Sat,10:30 pm/est,Washington,@,Southern California,Pac-12,55,
1,Feb,19,2015,Thu,9:00 pm/est,Mississippi,@,Mississippi State,SEC,71,
0,Jan,24,2017,Tue,6:30 pm/est,Auburn,@,South Carolina (23),SEC,69,
0,Feb,6,2016,Sat,4:00 pm/est,Clemson,@,Virginia Tech,ACC,57,
0,Jan,31,2015,Sat,1:00 pm/est,Arkansas,@,Florida,SEC,56,
0,Feb,4,2015,Wed,7:00 pm/est,Marquette,@,Villanova (7),Big East,52,
1,Feb,3,2018,Sat,4:00 pm/est,Alabama,@,Florida (23),SEC,68,
0,Feb,21,2015,Sat,3:00 pm/est,Penn State,@,Northwestern,Big Ten,39,
1,Feb,7,2015,Sat,3:00 pm/est,North Carolina,@,Boston College,ACC,79,
0,Jan,21,2017,Sat,4:00 pm/est,Colorado,@,Washington State,Pac-12,89,OT
0,Feb,27,2016,Sat,2:00 pm/est,NC State,@,Syracuse,ACC,66,
1,Jan,11,2017,Wed,6:30 pm/est,South Carolina,@,Tennessee,SEC,70,
0,Jan,21,2016,Thu,9:00 pm/est,Ohio State,@,Purdue (22),Big Ten,64,
1,Mar,3,2018,Sat,6:30 pm/est,Oregon State,@,Washington State,Pac-12,92,
0,Feb,24,2016,Wed,7:00 pm/est,Mississippi State,@,Texas A&M (21),SEC,66,
0,Feb,14,2015,Sat,2:30 pm/est,Wake Forest,@,Virginia (2),ACC,60,
1,Jan,15,2017,Sun,6:30 pm/est,Georgia Tech,@,North Carolina State,ACC,86,
0,Jan,26,2018,Fri,8:00 pm/est,Wisconsin,@,Michigan State (6),Big Ten,61,
1,Jan,14,2016,Thu,10:00 pm/est,Oregon,@,Utah,Pac-12,77,
1,Dec,31,2014,Wed,5:30 pm/est,Indiana,@,Nebraska,Big Ten,70,
0,Feb,14,2018,Wed,7:00 pm/est,Villanova,@,Providence,Big East,71,
1,Mar,3,2016,Thu,9:00 pm/est,Northwestern,@,Penn State,Big Ten,71,
0,Feb,18,2017,Sat,6:00 pm/est,Mississippi,@,Arkansas,SEC,80,
0,Dec,30,2017,Sat,4:00 pm/est,NC State,@,Clemson,ACC,62,
0,Jan,2,2016,Sat,2:00 pm/est,Rutgers,@,Wisconsin,Big Ten,57,
1,Jan,13,2016,Wed,6:30 pm/est,Georgetown,@,St. John's (NY),Big East,93,
0,Feb,21,2017,Tue,7:00 pm/est,Oklahoma,@,Baylor (9),Big 12,54,
0,Jan,2,2018,Tue,9:00 pm/est,Arkansas,@,Mississippi State,SEC,75,
1,Jan,13,2016,Wed,9:00 pm/est,Florida State,@,North Carolina State,ACC,85,
0,Jan,28,2017,Sat,12:00 pm/est,Notre Dame,@,Georgia Tech,ACC,60,
1,Jan,10,2015,Sat,8:00 pm/est,Iowa State,@,West Virginia (14),Big 12,74,
0,Feb,22,2017,Wed,7:00 pm/est,Xavier,@,Seton Hall,Big East,64,
1,Jan,22,2018,Mon,9:00 pm/est,Michigan State,@,Illinois,Big Ten,87,
1,Jan,23,2016,Sat,2:00 pm/est,LSU,@,Alabama,SEC,72,
0,Feb,21,2018,Wed,7:00 pm/est,Georgia Tech,@,Virginia (1),ACC,54,
1,Mar,7,2015,Sat,12:00 pm/est,Michigan State,@,Indiana,Big Ten,74,
0,Feb,22,2018,Thu,11:30 pm/est,Arizona State,@,Oregon,Pac-12,68,
